Student #,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating
10457,25,13,43,24,37,Serpentyne,23
10458,40,27,17,49,37,Serpentyne,27
10459,35,18,56,47,25,Thought-Talon,15
10460,14,56,29,59,50,Dragonslayer,16
10461,5,55,47,28,22,Dragonslayer,28
10462,33,22,17,59,41,Serpentyne,20
10463,41,16,36,21,33,Thought-Talon,30
10464,47,18,20,60,71,Serpentyne,34
10465,43,49,15,7,16,Humblescrumble,39
10466,10,17,49,41,45,Thought-Talon,12
10467,39,56,49,14,41,Thought-Talon,54
10468,13,19,39,45,44,Dragonslayer,26
10469,11,29,59,48,10,Dragonslayer,33
10470,13,53,38,64,47,Humblescrumble,24
10471,35,42,28,32,23,Dragonslayer,22
10472,29,37,39,35,16,Humblescrumble,16
10473,49,27,47,9,20,Thought-Talon,15
10474,57,39,13,60,31,Serpentyne,40
10475,31,45,21,43,5,Humblescrumble,31
10476,23,67,17,56,55,Humblescrumble,28
10477,51,48,39,69,29,Thought-Talon,32
10478,11,29,31,31,33,Humblescrumble,25
10479,45,27,49,19,48,Humblescrumble,18
10480,60,37,34,16,34,Serpentyne,21
10481,32,59,15,18,10,Humblescrumble,29
10482,38,57,24,47,43,Humblescrumble,42
10483,34,72,33,35,60,Dragonslayer,35
10484,39,18,31,25,18,Dragonslayer,21
10485,39,21,33,63,41,Serpentyne,31
10486,19,31,34,42,47,Dragonslayer,28
10487,37,26,50,22,59,Thought-Talon,32
10488,9,10,25,54,18,Humblescrumble,17
10489,8,74,37,40,26,Thought-Talon,8
10490,40,37,11,46,22,Serpentyne,26
10491,7,51,20,30,63,Humblescrumble,22
10492,51,31,18,36,59,Serpentyne,37
10493,55,25,9,50,40,Humblescrumble,23
10494,38,41,29,16,21,Humblescrumble,25
10495,17,44,47,33,15,Dragonslayer,45
10496,20,42,39,48,27,Dragonslayer,29
10497,18,7,60,30,52,Dragonslayer,33
10498,57,38,11,25,31,Thought-Talon,25
10499,43,10,39,40,11,Serpentyne,27
10500,23,15,44,22,11,Dragonslayer,23
10501,18,43,34,29,39,Dragonslayer,24
10502,45,15,48,19,26,Thought-Talon,22
10503,44,42,52,28,19,Thought-Talon,20
10504,53,10,62,26,6,Dragonslayer,26
10505,39,2,27,36,30,Thought-Talon,26
10506,47,21,51,51,39,Serpentyne,27
10507,31,12,6,31,7,Serpentyne,14
10508,15,13,37,31,7,Dragonslayer,19
10509,46,38,34,10,32,Thought-Talon,34
10510,27,44,40,45,57,Dragonslayer,34
10511,54,13,21,35,49,Thought-Talon,42
10512,22,20,29,47,44,Dragonslayer,23
10513,16,34,10,40,30,Serpentyne,19
10514,31,41,53,33,41,Dragonslayer,37
10515,36,19,62,10,44,Serpentyne,28
10516,50,30,34,53,8,Serpentyne,26
10517,33,14,38,60,26,Serpentyne,38
10518,20,41,47,22,31,Dragonslayer,25
10519,27,15,49,51,11,Dragonslayer,35
10520,12,32,13,42,22,Humblescrumble,14
10521,1,41,53,40,13,Dragonslayer,35
10522,58,32,35,68,30,Serpentyne,40
10523,23,33,11,15,32,Humblescrumble,14
10524,50,17,17,13,32,Thought-Talon,23
10525,7,26,45,38,21,Dragonslayer,32
10526,53,5,49,42,55,Thought-Talon,38
10527,11,38,49,7,13,Humblescrumble,27
10528,22,25,52,36,35,Dragonslayer,27
10529,32,12,6,40,26,Serpentyne,23
10530,40,20,58,40,39,Dragonslayer,41
10531,16,76,40,18,46,Humblescrumble,35
10532,38,46,72,56,26,Dragonslayer,57
10533,39,39,10,24,46,Serpentyne,30
10534,41,12,35,14,7,Dragonslayer,15
10535,17,29,43,51,7,Humblescrumble,20
10536,49,33,11,61,15,Serpentyne,48
10537,27,18,31,36,44,Serpentyne,29
10538,38,11,38,46,35,Serpentyne,37
10539,58,28,12,46,19,Serpentyne,32
10540,36,13,29,9,32,Humblescrumble,19
10541,17,43,46,7,43,Humblescrumble,19
10542,34,29,39,45,48,Thought-Talon,34
10543,12,30,46,47,12,Dragonslayer,32
10544,43,37,20,21,23,Dragonslayer,21
10545,40,28,13,20,29,Thought-Talon,20
10546,12,19,55,45,29,Dragonslayer,40
10547,25,49,34,43,23,Dragonslayer,30
10548,43,22,22,41,53,Serpentyne,31
10549,45,48,49,24,23,Serpentyne,13
10550,26,41,36,13,13,Humblescrumble,23
10551,50,10,41,28,52,Thought-Talon,31
10552,46,26,44,8,28,Thought-Talon,24
10553,23,40,39,47,5,Dragonslayer,27
10554,22,35,23,17,15,Humblescrumble,21
10555,51,30,54,39,19,Dragonslayer,33
10556,32,44,74,52,8,Dragonslayer,54
10557,38,45,14,31,3,Humblescrumble,39
10558,29,40,33,5,38,Thought-Talon,34
10559,35,60,54,27,13,Humblescrumble,31
10560,60,34,53,36,61,Thought-Talon,51
10561,23,26,61,54,41,Dragonslayer,42
10562,52,25,19,17,11,Humblescrumble,13
10563,42,30,40,20,10,Thought-Talon,10
10564,22,46,30,20,35,Dragonslayer,16
10565,42,7,26,19,62,Humblescrumble,23
10566,22,30,43,44,16,Dragonslayer,29
10567,16,25,3,27,74,Humblescrumble,24
10568,18,33,10,44,50,Humblescrumble,19
10569,16,55,23,46,42,Serpentyne,19
10570,40,40,39,5,52,Thought-Talon,50
10571,35,15,52,17,56,Serpentyne,35
10572,25,23,27,32,46,Dragonslayer,28
10573,18,38,24,26,36,Dragonslayer,27
10574,36,19,34,31,33,Thought-Talon,30
10575,64,21,39,50,11,Serpentyne,32
10576,43,47,26,35,46,Dragonslayer,34
10577,43,54,35,39,31,Dragonslayer,36
10578,19,34,19,71,27,Dragonslayer,28
10579,20,27,30,4,64,Humblescrumble,25
10580,24,49,47,49,48,Dragonslayer,23
10581,14,15,33,24,8,Dragonslayer,20
10582,28,27,26,6,23,Thought-Talon,25
10583,38,24,26,49,24,Serpentyne,25
10584,35,44,51,41,67,Dragonslayer,40
10585,17,35,17,33,54,Humblescrumble,26
10586,69,5,58,56,55,Thought-Talon,40
10587,21,15,36,36,47,Serpentyne,24
10588,18,52,44,30,24,Dragonslayer,21
10589,41,15,15,13,24,Thought-Talon,17
10590,41,16,43,15,35,Thought-Talon,32
10591,51,41,4,33,34,Thought-Talon,26
10592,62,27,23,9,28,Thought-Talon,22
10593,33,55,37,32,47,Dragonslayer,45
10594,51,25,36,59,20,Serpentyne,35
10595,18,51,39,21,20,Dragonslayer,20
10596,39,28,30,20,18,Dragonslayer,21
10597,8,47,40,19,36,Dragonslayer,21
10598,22,42,50,40,27,Dragonslayer,29
10599,55,24,12,24,16,Thought-Talon,16
10600,8,50,38,37,54,Humblescrumble,16
10601,35,29,37,24,9,Dragonslayer,23
10602,15,14,26,21,62,Humblescrumble,30
10603,32,16,37,21,58,Serpentyne,32
10604,22,38,38,7,26,Thought-Talon,26
10605,19,21,5,39,44,Serpentyne,17
10606,40,25,21,2,45,Serpentyne,33
10607,9,39,27,33,46,Dragonslayer,15
10608,30,12,57,14,36,Serpentyne,24
10609,14,10,20,22,33,Humblescrumble,19
10610,41,22,40,51,11,Serpentyne,35
10611,25,28,11,54,35,Serpentyne,24
10612,17,27,41,3,44,Humblescrumble,16
10613,46,36,57,67,42,Dragonslayer,44
10614,32,39,41,9,36,Thought-Talon,39
10615,11,25,55,12,14,Dragonslayer,16
10616,52,25,59,38,52,Thought-Talon,32
10617,61,48,18,32,14,Humblescrumble,29
10618,8,13,28,19,12,Dragonslayer,16
10619,23,22,43,35,29,Dragonslayer,21
10620,34,26,34,8,12,Humblescrumble,14
10621,44,27,44,52,19,Serpentyne,36
10622,8,18,32,54,13,Dragonslayer,21
10623,17,43,64,42,40,Dragonslayer,38
10624,53,12,25,32,59,Serpentyne,43
10625,9,52,8,64,52,Humblescrumble,27
10626,44,21,12,30,16,Serpentyne,17
10627,36,11,60,53,23,Humblescrumble,13
10628,12,30,23,54,21,Humblescrumble,14
10629,27,57,67,15,33,Thought-Talon,36
10630,73,38,12,23,41,Humblescrumble,23
10631,39,31,27,42,28,Dragonslayer,31
10632,34,27,56,7,45,Thought-Talon,28
10633,30,13,49,45,7,Humblescrumble,16
10634,49,45,8,56,20,Serpentyne,27
10635,10,40,49,26,51,Dragonslayer,29
10636,20,15,62,37,32,Dragonslayer,33
10637,50,12,52,24,43,Serpentyne,30
10638,25,40,17,8,60,Serpentyne,20
10639,11,58,62,64,28,Dragonslayer,38
10640,52,24,45,27,22,Dragonslayer,27
10641,50,16,33,30,22,Thought-Talon,18
10642,32,27,49,33,26,Serpentyne,25
10643,55,27,5,22,16,Humblescrumble,15
10644,11,10,30,43,25,Dragonslayer,18
10645,17,54,37,16,59,Humblescrumble,25
10646,25,19,31,25,55,Serpentyne,26
10647,21,33,50,29,41,Dragonslayer,26
10648,68,33,18,54,13,Serpentyne,36
10649,6,30,35,52,31,Serpentyne,10
10650,5,14,14,19,31,Humblescrumble,21
10651,12,42,34,44,6,Humblescrumble,22
10652,57,24,28,26,13,Dragonslayer,20
10653,33,12,4,26,18,Thought-Talon,18
10654,44,21,53,16,25,Serpentyne,15
10655,21,25,33,58,20,Serpentyne,22
10656,35,21,35,14,29,Thought-Talon,17
10657,68,35,9,29,35,Thought-Talon,33
10658,51,1,27,32,48,Serpentyne,25
10659,40,39,55,41,13,Dragonslayer,35
10660,31,44,42,59,46,Dragonslayer,39
10661,44,17,35,11,28,Thought-Talon,25
10662,38,5,68,18,31,Humblescrumble,17
10663,32,35,41,10,9,Thought-Talon,9
10664,38,53,34,34,36,Serpentyne,19
10665,15,40,40,43,31,Dragonslayer,18
10666,17,13,34,27,37,Dragonslayer,27
10667,39,47,50,16,39,Thought-Talon,41
10668,49,45,50,8,7,Humblescrumble,34
10669,21,53,33,9,11,Humblescrumble,13
10670,28,57,54,41,37,Dragonslayer,28
10671,54,36,21,23,41,Thought-Talon,36
10672,39,39,33,13,47,Thought-Talon,33
10673,65,63,33,31,23,Humblescrumble,46
10674,51,5,30,5,12,Thought-Talon,13
10675,47,29,29,12,36,Thought-Talon,25
10676,25,50,31,4,31,Thought-Talon,27
10677,6,34,29,29,41,Humblescrumble,22
10678,31,11,12,29,36,Serpentyne,17
10679,15,16,5,11,16,Humblescrumble,12
10680,58,57,58,36,57,Thought-Talon,69
10681,28,34,56,30,18,Dragonslayer,35
10682,56,24,16,20,17,Dragonslayer,16
10683,21,20,32,49,24,Dragonslayer,23
10684,55,40,40,55,30,Dragonslayer,27
10685,17,56,48,13,28,Humblescrumble,16
10686,33,31,19,45,21,Serpentyne,28
10687,20,26,26,32,37,Dragonslayer,18
10688,5,41,29,20,30,Humblescrumble,21
10689,15,13,71,19,9,Dragonslayer,25
10690,46,19,51,26,25,Humblescrumble,9
10691,14,30,45,12,22,Humblescrumble,15
10692,35,16,41,32,29,Dragonslayer,29
10693,25,72,18,23,64,Humblescrumble,17
10694,52,49,43,30,44,Thought-Talon,55
10695,47,32,6,26,37,Dragonslayer,7
10696,11,12,17,19,34,Humblescrumble,18
10697,17,12,45,59,36,Dragonslayer,25
10698,57,43,38,29,35,Thought-Talon,36
10699,40,17,25,45,36,Dragonslayer,29
10700,15,42,9,28,17,Humblescrumble,15
10701,16,19,49,23,37,Dragonslayer,30
10702,19,33,34,45,6,Serpentyne,19
10703,4,41,37,36,41,Dragonslayer,15
10704,54,31,58,30,41,Dragonslayer,39
10705,37,27,42,29,56,Serpentyne,29
10706,73,41,65,34,34,Dragonslayer,46
10707,39,18,15,35,45,Serpentyne,21
10708,10,8,56,6,39,Humblescrumble,18
10709,32,30,50,19,26,Thought-Talon,32
10710,71,37,6,10,24,Humblescrumble,18
10711,41,42,44,2,46,Thought-Talon,54
10712,33,47,32,66,60,Dragonslayer,32
10713,10,54,41,17,23,Humblescrumble,32
10714,39,43,28,18,38,Thought-Talon,29
10715,38,34,34,20,18,Dragonslayer,21
10716,26,9,2,14,46,Serpentyne,32
10717,20,62,22,36,50,Humblescrumble,25
10718,48,41,11,35,34,Thought-Talon,36
10719,55,8,43,24,26,Dragonslayer,20
10720,29,46,30,26,72,Thought-Talon,32
10721,57,15,16,21,31,Thought-Talon,27
10722,35,27,46,56,6,Serpentyne,36
10723,18,22,51,16,47,Humblescrumble,22
10724,3,42,37,28,34,Dragonslayer,29
10725,23,60,21,25,20,Dragonslayer,23
10726,56,68,53,56,15,Thought-Talon,17
10727,36,56,48,40,60,Dragonslayer,45
10728,54,57,10,26,43,Humblescrumble,37
10729,15,35,45,36,12,Serpentyne,20
10730,4,60,12,43,27,Humblescrumble,25
10731,51,26,26,19,29,Thought-Talon,25
10732,12,15,22,28,15,Serpentyne,10
10733,36,27,27,19,9,Humblescrumble,14
10734,31,63,23,14,31,Humblescrumble,28
10735,43,25,39,31,24,Dragonslayer,27
10736,25,47,54,16,48,Thought-Talon,34
10737,11,32,60,31,12,Dragonslayer,29
10738,45,36,9,26,34,Thought-Talon,35
10739,33,38,36,26,54,Thought-Talon,36
10740,13,31,18,34,27,Thought-Talon,13
10741,24,41,13,22,30,Serpentyne,21
10742,35,6,16,69,15,Serpentyne,25
10743,20,21,53,24,44,Dragonslayer,20
10744,29,6,37,37,23,Thought-Talon,14
10745,23,38,20,44,35,Dragonslayer,20
10746,43,16,57,32,63,Serpentyne,33
10747,67,35,41,16,22,Thought-Talon,22
10748,13,45,12,10,62,Humblescrumble,23
10749,29,32,60,21,46,Serpentyne,36
10750,20,71,44,13,41,Serpentyne,19
10751,63,19,23,17,38,Humblescrumble,16
10752,57,23,41,25,31,Dragonslayer,29
10753,34,29,22,37,16,Serpentyne,24
10754,29,22,46,47,9,Dragonslayer,33
10755,24,30,35,32,20,Dragonslayer,24
10756,43,56,13,34,57,Serpentyne,43
10757,30,32,24,28,41,Thought-Talon,28
10758,67,22,19,17,54,Thought-Talon,43
10759,37,18,38,39,18,Serpentyne,24
10760,6,10,44,31,20,Dragonslayer,23
10761,13,54,17,43,17,Humblescrumble,21
10762,48,23,49,40,46,Thought-Talon,38
10763,21,15,15,65,11,Serpentyne,13
10764,14,47,23,28,46,Humblescrumble,22
10765,34,58,16,28,41,Humblescrumble,30
10766,12,38,8,29,15,Humblescrumble,17
10767,48,9,15,15,51,Thought-Talon,34
10768,23,19,45,31,37,Dragonslayer,24
10769,11,62,39,55,30,Humblescrumble,29
10770,60,40,31,19,39,Thought-Talon,32
10771,34,18,50,41,69,Serpentyne,32
10772,24,44,29,53,9,Serpentyne,25
10773,25,29,38,28,44,Dragonslayer,45
10774,60,41,42,25,37,Thought-Talon,38
10775,67,59,11,15,58,Thought-Talon,44
10776,37,30,34,31,22,Dragonslayer,24
10777,37,11,28,34,27,Thought-Talon,17
10778,37,67,52,37,35,Dragonslayer,52
10779,34,41,30,34,24,Humblescrumble,31
10780,35,23,27,35,33,Thought-Talon,35
10781,23,20,18,49,26,Serpentyne,18
10782,15,14,17,30,47,Humblescrumble,18
10783,37,40,20,50,26,Serpentyne,41
10784,45,44,55,39,15,Dragonslayer,31
10785,22,64,24,11,15,Humblescrumble,29
10786,20,42,45,17,22,Thought-Talon,20
10787,34,14,34,37,30,Serpentyne,20
10788,14,53,51,19,26,Humblescrumble,26
10789,22,35,68,32,16,Dragonslayer,22
10790,19,14,38,47,13,Dragonslayer,23
10791,38,23,54,53,56,Serpentyne,28
10792,41,56,24,25,53,Humblescrumble,42
10793,63,18,16,9,67,Serpentyne,37
10794,37,14,46,37,38,Dragonslayer,25
10795,22,47,41,67,37,Dragonslayer,27
10796,34,40,15,27,29,Humblescrumble,32
10797,5,37,44,25,14,Dragonslayer,22
10798,65,61,32,49,35,Humblescrumble,42
10799,6,67,17,19,14,Humblescrumble,27
10800,37,52,31,56,29,Dragonslayer,34
10801,51,72,12,26,32,Humblescrumble,48
10802,7,56,8,16,21,Humblescrumble,29
10803,60,8,13,45,3,Serpentyne,27
10804,47,32,38,37,5,Serpentyne,18
10805,48,27,13,24,16,Humblescrumble,17
10806,20,27,23,68,13,Serpentyne,25
10807,24,69,7,46,23,Humblescrumble,27
10808,50,15,49,42,56,Serpentyne,38
10809,6,28,53,62,12,Thought-Talon,3
10810,28,48,28,29,52,Humblescrumble,29
10811,54,43,35,44,30,Serpentyne,23
10812,34,45,29,37,35,Dragonslayer,34
10813,37,11,52,51,15,Thought-Talon,9
10814,23,43,30,14,23,Humblescrumble,21
10815,48,12,31,28,6,Dragonslayer,18
10816,18,30,13,24,43,Serpentyne,14
10817,49,19,20,70,13,Thought-Talon,16
10818,44,26,39,43,47,Dragonslayer,37
10819,49,61,18,56,36,Thought-Talon,27
10820,6,34,25,55,32,Serpentyne,11
10821,48,52,56,66,31,Serpentyne,30
10822,50,19,17,29,9,Humblescrumble,19
10823,19,17,29,61,19,Dragonslayer,14
10824,15,34,22,61,23,Dragonslayer,13
10825,52,38,36,24,39,Thought-Talon,43
10826,9,19,37,23,30,Dragonslayer,21
10827,29,26,35,33,40,Dragonslayer,29
10828,45,13,31,55,14,Serpentyne,27
10829,49,32,62,60,30,Dragonslayer,51
10830,35,19,45,11,54,Serpentyne,38
10831,14,39,53,31,43,Dragonslayer,26
10832,46,28,24,10,60,Serpentyne,51
10833,38,46,25,5,73,Serpentyne,39
10834,36,44,38,35,51,Dragonslayer,42
10835,64,26,27,51,11,Dragonslayer,14
10836,47,50,42,60,27,Serpentyne,43
10837,41,14,43,45,48,Serpentyne,25
10838,35,41,18,36,47,Serpentyne,25
10839,57,38,30,43,36,Dragonslayer,35
10840,49,13,55,26,61,Serpentyne,45
10841,14,11,63,42,61,Dragonslayer,35
10842,40,19,55,37,34,Dragonslayer,33
10843,19,63,21,52,65,Serpentyne,27
10844,53,41,14,8,35,Thought-Talon,31
10845,25,14,15,28,20,Dragonslayer,24
10846,11,50,26,13,55,Humblescrumble,20
10847,31,60,30,49,35,Dragonslayer,37
10848,36,55,22,42,48,Humblescrumble,29
10849,51,23,24,32,42,Thought-Talon,40
10850,28,21,66,13,11,Dragonslayer,16
10851,32,17,38,19,31,Dragonslayer,23
10852,11,12,41,41,56,Dragonslayer,27
10853,55,37,33,43,33,Dragonslayer,41
10854,12,23,37,59,29,Dragonslayer,20
10855,2,68,10,21,38,Dragonslayer,0
10856,6,31,39,23,57,Humblescrumble,26
10857,18,7,24,17,21,Humblescrumble,15
10858,59,32,41,64,39,Dragonslayer,41
10859,14,47,39,22,28,Dragonslayer,21
10860,36,13,44,45,14,Serpentyne,27
10861,17,28,54,28,31,Dragonslayer,24
10862,40,37,16,33,7,Humblescrumble,24
10863,57,15,25,23,35,Thought-Talon,27
10864,13,34,7,31,13,Humblescrumble,16
10865,43,20,6,41,20,Serpentyne,19
10866,25,35,33,43,31,Dragonslayer,24
10867,45,46,29,24,50,Thought-Talon,37
10868,42,30,44,11,13,Humblescrumble,18
10869,22,37,32,34,25,Dragonslayer,35
10870,10,45,14,41,53,Serpentyne,15
10871,26,27,59,60,22,Dragonslayer,39
10872,23,26,28,56,51,Serpentyne,21
10873,29,22,29,28,17,Dragonslayer,15
10874,27,16,25,30,24,Dragonslayer,14
10875,25,16,28,39,31,Humblescrumble,19
10876,16,20,39,39,20,Dragonslayer,30
10877,60,52,40,20,27,Humblescrumble,40
10878,40,29,45,41,45,Dragonslayer,34
10879,42,9,32,38,40,Thought-Talon,29
10880,9,45,55,11,50,Humblescrumble,21
10881,28,12,35,26,18,Dragonslayer,18
10882,36,7,41,42,1,Serpentyne,33
10883,44,27,31,42,17,Serpentyne,31
10884,26,51,17,30,14,Humblescrumble,26
10885,18,5,30,6,23,Humblescrumble,13
10886,60,35,50,50,19,Serpentyne,37
10887,10,34,5,44,23,Serpentyne,9
10888,36,40,26,53,25,Humblescrumble,29
10889,15,24,16,24,36,Humblescrumble,10
10890,25,49,35,20,38,Thought-Talon,19
10891,35,32,33,48,19,Serpentyne,36
10892,14,26,15,18,21,Dragonslayer,20
10893,32,33,30,43,57,Dragonslayer,31
10894,26,25,44,21,50,Thought-Talon,27
10895,8,14,41,32,28,Dragonslayer,33
10896,20,19,52,10,63,Humblescrumble,25
10897,45,42,58,47,20,Dragonslayer,38
10898,75,20,26,10,19,Thought-Talon,29
10899,39,42,14,32,8,Humblescrumble,28
10900,38,25,7,32,31,Thought-Talon,24
10901,31,28,11,42,44,Humblescrumble,21
10902,29,35,62,16,17,Humblescrumble,17
10903,4,22,38,37,21,Dragonslayer,19
10904,18,13,32,15,12,Dragonslayer,17
10905,26,48,21,37,22,Dragonslayer,28
10906,22,18,28,24,15,Dragonslayer,17
10907,50,20,29,30,7,Humblescrumble,14
10908,27,23,3,11,18,Thought-Talon,16
10909,25,24,39,34,50,Dragonslayer,39
10910,47,8,47,36,40,Thought-Talon,27
10911,49,65,27,40,37,Humblescrumble,42
10912,42,41,5,70,20,Serpentyne,38
10913,36,11,12,68,33,Serpentyne,34
10914,13,10,35,50,20,Dragonslayer,21
10915,28,41,59,23,11,Humblescrumble,28
10916,32,3,61,38,24,Dragonslayer,31
10917,39,37,18,22,66,Serpentyne,43
10918,46,65,31,24,43,Humblescrumble,41
10919,18,27,28,44,48,Dragonslayer,20
10920,26,12,17,63,15,Humblescrumble,5
10921,61,59,5,41,56,Thought-Talon,37
10922,36,27,43,9,47,Thought-Talon,32
10923,50,34,41,31,18,Dragonslayer,20
10924,8,12,26,26,64,Humblescrumble,20
10925,29,16,27,55,17,Dragonslayer,21
10926,58,31,54,41,35,Humblescrumble,22
10927,53,8,18,45,57,Dragonslayer,7
10928,67,28,15,27,21,Thought-Talon,17
10929,20,13,34,12,16,Dragonslayer,15
10930,61,6,54,24,43,Thought-Talon,39
10931,39,9,49,3,27,Thought-Talon,25
10932,51,4,17,13,24,Thought-Talon,24
10933,42,7,26,27,42,Thought-Talon,31
10934,15,12,35,64,1,Dragonslayer,19
10935,46,36,56,43,21,Dragonslayer,41
10936,30,28,28,12,46,Thought-Talon,34
10937,42,30,15,36,35,Thought-Talon,28
10938,51,5,17,39,65,Serpentyne,32
10939,26,11,36,29,41,Serpentyne,22
10940,26,61,11,16,17,Serpentyne,7
10941,12,18,20,25,39,Humblescrumble,18
10942,68,29,26,50,9,Thought-Talon,9
10943,44,61,50,29,40,Thought-Talon,40
10944,56,27,5,40,45,Thought-Talon,39
10945,41,49,21,45,18,Humblescrumble,34
10946,34,25,59,12,33,Thought-Talon,23
10947,8,31,62,33,46,Dragonslayer,34
10948,38,19,7,28,24,Thought-Talon,16
10949,51,15,28,66,24,Serpentyne,42
10950,44,40,32,24,31,Thought-Talon,34
10951,64,29,14,3,14,Humblescrumble,16
10952,8,25,7,31,21,Humblescrumble,19
10953,55,24,1,36,12,Thought-Talon,11
10954,11,70,46,45,14,Serpentyne,15
10955,56,33,23,14,23,Thought-Talon,28
10956,9,49,27,48,10,Humblescrumble,22
10957,36,37,29,41,36,Dragonslayer,28
10958,31,13,77,16,20,Dragonslayer,17
10959,56,29,53,57,24,Serpentyne,33
10960,50,33,33,34,18,Dragonslayer,20
10961,28,10,21,62,27,Thought-Talon,14
10962,46,7,28,12,19,Dragonslayer,15
10963,35,62,38,28,43,Thought-Talon,52
10964,45,58,43,25,71,Thought-Talon,52
10965,7,44,29,15,12,Humblescrumble,14
10966,31,15,38,40,5,Thought-Talon,13
10967,46,38,20,14,39,Thought-Talon,34
10968,39,50,3,44,16,Humblescrumble,34
10969,11,16,21,38,58,Humblescrumble,24
10970,24,34,54,23,50,Dragonslayer,24
10971,56,6,27,51,19,Dragonslayer,9
10972,29,36,23,25,35,Dragonslayer,20
10973,38,31,30,51,24,Serpentyne,41
10974,48,24,49,30,33,Dragonslayer,31
10975,13,34,8,35,42,Humblescrumble,26
10976,50,60,17,47,33,Humblescrumble,38
10977,27,23,55,55,30,Humblescrumble,19
10978,34,35,48,54,12,Dragonslayer,40
10979,52,27,22,34,65,Serpentyne,30
10980,6,57,24,41,22,Humblescrumble,28
10981,32,20,42,6,20,Humblescrumble,15
10982,45,14,3,22,31,Thought-Talon,25
10983,32,35,58,49,11,Humblescrumble,18
10984,24,22,40,64,49,Dragonslayer,27
10985,29,39,24,56,50,Dragonslayer,25
10986,26,37,37,67,46,Dragonslayer,39
10987,41,15,45,45,24,Serpentyne,36
10988,63,13,21,24,24,Thought-Talon,20
10989,48,50,36,8,15,Humblescrumble,33
10990,7,40,43,17,43,Dragonslayer,15
10991,31,29,8,12,11,Humblescrumble,21
10992,39,37,43,44,37,Dragonslayer,45
10993,24,56,38,22,34,Serpentyne,22
10994,20,31,27,8,32,Thought-Talon,16
10995,14,30,42,21,24,Dragonslayer,21
10996,25,12,38,34,7,Humblescrumble,13
10997,46,73,44,46,21,Humblescrumble,48
10998,25,43,36,62,37,Dragonslayer,30
10999,46,47,47,7,31,Thought-Talon,33
11000,20,15,45,5,43,Serpentyne,24
11001,25,29,38,22,27,Serpentyne,15
11002,18,46,27,12,24,Humblescrumble,19
11003,36,23,54,33,5,Dragonslayer,38
11004,23,37,10,12,56,Serpentyne,27
11005,57,21,72,23,47,Dragonslayer,27
11006,59,30,5,12,16,Humblescrumble,16
11007,38,22,24,57,67,Thought-Talon,22
11008,47,24,33,49,5,Serpentyne,29
11009,25,46,24,29,54,Dragonslayer,29
11010,39,43,64,12,30,Thought-Talon,32
11011,44,36,56,24,18,Dragonslayer,21
11012,46,49,46,49,19,Humblescrumble,34
11013,64,49,23,49,45,Dragonslayer,28
11014,64,31,49,44,33,Dragonslayer,46
11015,10,29,30,16,35,Humblescrumble,22
11016,12,10,53,38,21,Dragonslayer,37
11017,39,25,33,40,25,Dragonslayer,35
11018,17,55,54,29,53,Dragonslayer,32
11019,31,29,13,32,38,Serpentyne,24
11020,48,36,22,51,18,Serpentyne,24
11021,37,36,18,7,50,Serpentyne,35
11022,17,21,30,69,18,Dragonslayer,22
11023,9,56,69,44,29,Humblescrumble,22
11024,9,3,37,16,55,Humblescrumble,23
11025,59,14,27,47,14,Serpentyne,25
11026,22,12,8,29,27,Serpentyne,13
11027,23,16,17,24,11,Serpentyne,16
11028,45,40,64,25,38,Humblescrumble,23
11029,37,42,35,47,3,Serpentyne,23
11030,49,42,20,22,26,Humblescrumble,30
11031,37,54,49,33,36,Thought-Talon,37
11032,64,2,5,29,9,Serpentyne,16
11033,21,15,35,35,33,Humblescrumble,16
11034,46,50,24,51,59,Thought-Talon,29
11035,59,23,38,32,54,Thought-Talon,43
11036,24,41,26,8,22,Thought-Talon,15
11037,28,51,53,49,61,Dragonslayer,33
11038,49,28,48,37,22,Dragonslayer,35
11039,13,59,20,22,18,Humblescrumble,21
11040,19,36,25,16,4,Humblescrumble,14
11041,49,10,28,26,49,Thought-Talon,33
11042,36,29,52,31,54,Dragonslayer,35
11043,6,44,7,34,37,Humblescrumble,18
11044,14,18,24,16,35,Humblescrumble,17
11045,38,35,30,28,23,Dragonslayer,32
11046,57,32,49,35,46,Dragonslayer,35
11047,20,26,41,16,29,Dragonslayer,19
11048,51,4,14,9,47,Thought-Talon,31
11049,28,49,18,50,32,Serpentyne,31
11050,26,19,17,23,11,Humblescrumble,8
11051,37,40,19,19,9,Humblescrumble,21
11052,49,35,63,46,20,Dragonslayer,38
11053,48,28,51,30,42,Dragonslayer,30
11054,44,33,31,35,32,Dragonslayer,47
11055,61,38,16,30,23,Humblescrumble,35
11056,8,29,36,30,14,Dragonslayer,12
11057,8,14,49,48,42,Dragonslayer,36
11058,40,37,16,29,43,Thought-Talon,31
11059,38,38,47,23,43,Thought-Talon,37
11060,54,40,46,35,39,Thought-Talon,43
11061,51,37,64,36,26,Dragonslayer,28
11062,71,35,15,41,31,Thought-Talon,31
11063,40,44,34,11,34,Thought-Talon,36
11064,39,14,43,21,37,Thought-Talon,26
11065,23,27,33,38,29,Dragonslayer,24
11066,32,16,58,32,12,Dragonslayer,35
11067,32,37,14,65,29,Humblescrumble,23
11068,9,17,43,19,37,Thought-Talon,11
